TicketId,CustomerTier,Channel,Priority,ProductLine,ResponseTimeHours,ResolutionTimeHours,AgentExperienceYears,Escalated,CustomerSentimentScore,TicketSubject,TicketCategory
TKT-000702,Gold,Chat,Critical,EnterpriseERP,41.5,16,2.6,0,0.36,Delayed shipment tracking,Shipping
TKT-000703,Silver,Phone,Critical,RetailPOS,2.7,107.4,8.1,1,-0.94,App crashes on startup,Technical
TKT-000704,Gold,Phone,Medium,MobileApp,31.4,64.8,11,0,0.82,Invoice discrepancy for March,Technical
TKT-000705,Gold,WebPortal,Low,EnterpriseERP,39.5,80.2,2.5,0,0.79,API rate limit exceeded,Billing
TKT-000706,Bronze,WebPortal,Critical,RetailPOS,28.2,60.2,10.1,0,-0.9,API rate limit exceeded,Returns
TKT-000707,Silver,Email,High,MobileApp,44.6,98.1,10,0,-0.31,Invoice discrepancy for March,Returns
TKT-000708,Silver,Phone,Critical,EnterpriseERP,36.7,18,9.6,1,-0.74,Invoice discrepancy for March,AccountAccess
TKT-000709,Platinum,Phone,Low,RetailPOS,5.8,63,9.4,0,0.15,Invoice discrepancy for March,Shipping
TKT-000710,Silver,WebPortal,Low,MobileApp,24.5,47.5,11,0,-0.74,App crashes on startup,Billing
TKT-000711,Gold,Email,High,EnterpriseERP,19.6,88.5,3.7,0,-0.4,App crashes on startup,ProductInquiry
TKT-000712,Bronze,Chat,Low,MobileApp,12.6,34.9,6.4,0,0.74,Request refund for order #4421,Billing
TKT-000713,Silver,Phone,High,CloudSuite,7,71.6,1.4,0,-0.75,Cannot reset password,Technical
TKT-000714,Platinum,WebPortal,Medium,EnterpriseERP,8.2,64.4,9.6,0,-0.63,App crashes on startup,Billing
TKT-000715,Silver,Chat,Medium,EnterpriseERP,15.5,106.6,7.5,0,0.83,App crashes on startup,Shipping
TKT-000716,Gold,Phone,Medium,RetailPOS,42.8,87.7,2.5,0,0.71,Request refund for order #4421,Returns
TKT-000717,Gold,WebPortal,Low,MobileApp,18.5,22.8,1.5,0,-0.8,Cannot reset password,Shipping
TKT-000718,Platinum,Chat,Medium,RetailPOS,17.2,38.6,2.2,0,-0.39,API rate limit exceeded,Technical
TKT-000719,Silver,WebPortal,Low,RetailPOS,6.3,97.3,6,0,0.99,API rate limit exceeded,ProductInquiry
TKT-000720,Silver,Email,Critical,RetailPOS,39.8,11.6,11.8,0,0.62,Invoice discrepancy for March,Technical
TKT-000721,Gold,Chat,Low,MobileApp,1.5,74.4,5.3,0,-0.21,Request refund for order #4421,Technical
TKT-000722,Silver,Email,High,CloudSuite,18.4,104.4,5.4,0,-0.29,Request refund for order #4421,Shipping
TKT-000723,Gold,Phone,Low,RetailPOS,31.4,2.4,7.9,0,0.38,Delayed shipment tracking,ProductInquiry
TKT-000724,Silver,WebPortal,Low,EnterpriseERP,41.4,23.9,5.4,0,-0.43,Request refund for order #4421,Billing
TKT-000725,Bronze,WebPortal,Critical,RetailPOS,47.3,81.7,1.3,0,-0.28,Invoice discrepancy for March,Billing
TKT-000726,Gold,Chat,Low,MobileApp,33.6,64.3,7.7,0,-0.04,Delayed shipment tracking,AccountAccess
TKT-000727,Gold,Phone,High,CloudSuite,43.6,72.4,5.8,1,0.14,Invoice discrepancy for March,Returns
TKT-000728,Platinum,Chat,Critical,RetailPOS,11.6,22.3,7.8,1,-0.72,Cannot reset password,AccountAccess
TKT-000729,Silver,Email,High,CloudSuite,37,32.8,10.6,0,-0.34,App crashes on startup,Technical
TKT-000730,Platinum,Phone,Critical,EnterpriseERP,22.4,36,4.6,0,-0.06,Request refund for order #4421,AccountAccess
TKT-000731,Platinum,Phone,Low,MobileApp,21.7,10.4,7,0,-0.67,App crashes on startup,ProductInquiry
TKT-000732,Silver,Email,Low,CloudSuite,41.5,25.7,5.2,0,-0.38,Request refund for order #4421,ProductInquiry
TKT-000733,Bronze,WebPortal,Critical,RetailPOS,36.8,26.2,10.1,1,0.86,App crashes on startup,Shipping
TKT-000734,Bronze,Chat,High,CloudSuite,18.4,101.6,3.1,0,0.6,API rate limit exceeded,Shipping
TKT-000735,Bronze,WebPortal,High,EnterpriseERP,41.1,86.2,4.4,0,0.08,Delayed shipment tracking,ProductInquiry
TKT-000736,Silver,Phone,Critical,EnterpriseERP,5.2,105.2,3.8,0,-0.01,Request refund for order #4421,AccountAccess
TKT-000737,Silver,Email,High,CloudSuite,38.7,70.7,11.7,0,-0.49,API rate limit exceeded,Technical
TKT-000738,Bronze,Phone,Medium,CloudSuite,8.1,62.3,8,0,0.54,API rate limit exceeded,Technical
TKT-000739,Platinum,WebPortal,Medium,RetailPOS,15,85.5,6.9,0,-0.47,Cannot reset password,Technical
TKT-000740,Gold,Email,Low,EnterpriseERP,34.8,53.5,4,1,-0.29,Delayed shipment tracking,ProductInquiry
TKT-000741,Bronze,WebPortal,High,EnterpriseERP,8.7,6,4.5,1,-0.34,Request refund for order #4421,Billing
TKT-000742,Gold,WebPortal,High,MobileApp,36.2,19.5,10.6,1,-0.05,App crashes on startup,Returns
TKT-000743,Bronze,WebPortal,Critical,CloudSuite,4.5,43.5,1.5,0,-0.72,Request refund for order #4421,AccountAccess
TKT-000744,Silver,Chat,Low,RetailPOS,32.9,117.5,9.2,0,-0.75,Request refund for order #4421,Billing
TKT-000745,Bronze,WebPortal,Low,MobileApp,35.8,59.2,8.7,0,-0.07,Request refund for order #4421,ProductInquiry
TKT-000746,Gold,Phone,High,RetailPOS,33.2,74.2,1.7,0,-0.93,API rate limit exceeded,Billing
TKT-000747,Silver,Phone,Medium,EnterpriseERP,9.7,57.7,7.7,0,0.63,API rate limit exceeded,ProductInquiry
TKT-000748,Gold,Phone,High,RetailPOS,4.3,81.2,11.6,0,-0.14,Invoice discrepancy for March,Technical
TKT-000749,Platinum,Phone,Low,EnterpriseERP,25.7,38.9,5.2,0,0.5,API rate limit exceeded,Shipping
TKT-000750,Platinum,Email,Low,MobileApp,24.1,40.6,5.9,1,0.74,Invoice discrepancy for March,AccountAccess
TKT-000751,Bronze,WebPortal,Critical,RetailPOS,9.7,7.4,0.9,0,-0.72,Invoice discrepancy for March,Billing
TKT-000752,Platinum,WebPortal,High,MobileApp,47.6,108.7,8.6,0,0.64,API rate limit exceeded,Technical
TKT-000753,Bronze,Chat,Low,RetailPOS,28.2,69.7,8.8,0,-0.35,Invoice discrepancy for March,AccountAccess
TKT-000754,Bronze,WebPortal,Low,RetailPOS,33.6,106.1,3.8,0,0.3,API rate limit exceeded,Billing
TKT-000755,Bronze,WebPortal,Medium,RetailPOS,10.2,97.2,3.3,0,-0.91,App crashes on startup,ProductInquiry
TKT-000756,Silver,Email,Medium,EnterpriseERP,5.7,90.9,4,0,0.41,Request refund for order #4421,Billing
TKT-000757,Platinum,WebPortal,High,EnterpriseERP,39.3,23.2,2.9,0,0.13,App crashes on startup,Billing
TKT-000758,Bronze,Email,Medium,CloudSuite,2.7,10.4,11.8,0,0.73,API rate limit exceeded,Technical
TKT-000759,Gold,Email,Critical,RetailPOS,25.1,96,2.1,0,-0.7,Delayed shipment tracking,AccountAccess
TKT-000760,Platinum,Phone,High,RetailPOS,34.9,92.4,7.7,0,0.91,Request refund for order #4421,Shipping
TKT-000761,Bronze,Chat,High,MobileApp,29.7,72.8,3.2,1,-0.79,Cannot reset password,ProductInquiry
TKT-000762,Silver,Email,Critical,EnterpriseERP,14.1,71.6,2.2,0,0.32,API rate limit exceeded,Returns
TKT-000763,Gold,WebPortal,Critical,MobileApp,38.2,3.4,8.6,0,-0.11,Invoice discrepancy for March,ProductInquiry
TKT-000764,Gold,WebPortal,High,RetailPOS,45.5,93,10.7,1,-0.67,API rate limit exceeded,AccountAccess
TKT-000765,Bronze,Phone,Critical,EnterpriseERP,4.9,50.3,9.1,0,-0.1,Cannot reset password,Technical
TKT-000766,Platinum,Email,Medium,RetailPOS,8.7,118.8,10.4,0,-0.62,Request refund for order #4421,Shipping
TKT-000767,Platinum,Email,High,RetailPOS,22.2,63.7,6.2,0,-0.98,Cannot reset password,AccountAccess
TKT-000768,Platinum,Email,Critical,RetailPOS,9.3,61.4,7.9,0,-0.26,App crashes on startup,Returns
TKT-000769,Silver,Chat,Low,RetailPOS,0.7,60.3,2.3,0,0.64,Delayed shipment tracking,AccountAccess
TKT-000770,Gold,WebPortal,Medium,RetailPOS,12.2,99.7,6.1,0,0.1,Cannot reset password,ProductInquiry
TKT-000771,Platinum,Phone,Medium,EnterpriseERP,19.3,101.3,2.9,1,-0.97,Delayed shipment tracking,Returns
TKT-000772,Platinum,Email,Critical,CloudSuite,6,22.7,8.3,0,-0.7,Request refund for order #4421,Technical
TKT-000773,Platinum,Chat,High,CloudSuite,35.5,112.4,10.9,0,-0.2,API rate limit exceeded,Billing
TKT-000774,Gold,WebPortal,High,MobileApp,6.9,7.5,3.4,0,0.4,Invoice discrepancy for March,Technical
TKT-000775,Platinum,Chat,Low,EnterpriseERP,17.7,50.9,10.7,1,0.81,API rate limit exceeded,AccountAccess
TKT-000776,Bronze,Phone,Medium,EnterpriseERP,13.1,96.2,0.6,0,-0.88,Request refund for order #4421,AccountAccess
TKT-000777,Silver,Phone,Medium,EnterpriseERP,3.6,59.5,0.6,0,-0.53,App crashes on startup,Shipping
TKT-000778,Silver,Chat,Low,MobileApp,24.6,39.9,11.2,0,0.24,API rate limit exceeded,Shipping
TKT-000779,Silver,Phone,Low,RetailPOS,2.2,10.6,2.2,0,0.04,Request refund for order #4421,Shipping
TKT-000780,Gold,Phone,High,CloudSuite,45.6,59.6,10.7,0,-0.17,Invoice discrepancy for March,ProductInquiry
